voltage,label
1.2366211532573477,1
1.1139606071484602,1
0.9782327273342126,1
0.8350636390092421,0
0.6907542249967737,0
0.5516260411456424,0
0.4234037343909108,0
0.3107206823957558,0
0.21679846754351248,0
0.14331364286637735,0
0.09043659663514524,0
0.05700918862264979,0
0.04081886828420608,0
0.038925179362600155,0
0.047997948591930455,0
0.06463326849674213,0
0.08562206556925331,0
0.10815535302226739,0
0.12995926644310826,0
0.14936091189164882,0
0.16529228596411843,0
0.1772437132080544,0
0.18518045682803547,0
0.1894367150022946,0
0.19060047175449138,0
0.1894009736927421,0
0.1866082772448649,0
0.1829515909152939,0
0.1790602090544316,0
0.17542795142034934,0
0.1723994862774928,0
0.170174943915026,0
0.16882794610693883,0
0.16833168620234826,0
0.1685880303236436,0
0.16945560853873484,0
0.1707741796557673,0
0.1723838460970916,0
0.17413876368238737,0
0.17591575344537974,0
0.17761866891420344,0
0.17917953323872526,0
0.18055738858724846,0
0.18173558356618383,0
0.1827179925228707,0
0.1835245123171977,0
0.18418612174222737,0
0.1847397849251291,0
0.18522353712777936,0
0.18567218056414156,0
0.18611400473369147,0
0.18656873422711123,0
0.1870466271311075,0
0.1875485309205818,0
0.18806678723548598,0
0.1885869875690666,0
0.18909056475498165,0
0.18955804080866695,0
0.18997251042992516,0
0.19032274031139704,0
0.1906052239324592,0
0.19082468444839393,0
0.19099281757119538,0
0.191125457178674,0
0.19123876637189263,0
0.19134536662937668,0
0.1914513434050145,0
0.1915547735357342,0
0.1916459953861709,0
0.19170952842282948,0
0.19172739083503124,0
0.1916834080474846,0
0.19156785981799868,0
0.1913815945733613,0
0.19113870835571528,0
0.19086706806292228,0
0.1906062768535773,0
0.1904030722358074,0
0.19030458960320665,0
0.19035036259663995,0
0.1905642619513226,0
0.1909476987291737,0
0.19147532262869532,0
0.192094216137792,0
0.19272730637345625,0
0.19328136957469758,0
0.19365950709999621,0
0.19377730321643896,0
0.19358111081173515,0
0.1930661931149327,0
0.19229190693110432,0
0.19139085459882327,0
0.19056919513216994,0
0.19009637721561246,0
0.19028429115248155,0
0.19145758234008994,0
0.19391815865032622,0
0.1979078392797773,0
0.20357376907910266,0
0.2109414627611421,0
0.2198998948993927,0
0.23020189369482813,0
0.24148127381038612,0
0.2532855962978044,0
0.2651203396997367,0
0.27649750277634555,0
0.2869805827193367,0
0.2962191278646762,0
0.3039689894196703,0
0.31009775740791495,0
0.3145777246339972,0
0.3174705157671139,0
0.3189079332674504,0
0.319072696532078,0
0.31818116649472666,0
0.3164686309018911,0
0.31417675610791873,0
0.31154243461146436,0
0.308787378798015,0
0.3061083557750702,0
0.30366869390869666,0
0.30159219080161426,0
0.2999604946911171,0
0.29881445257343786,0
0.2981591120284546,0
0.29797133126387626,0
0.2982084993367465,0
0.29881680656272835,0
0.29973779874036083,0
0.30091245358631674,0
0.3022826462754107,0
0.3037905584214394,0
0.305377101673121,0
0.3069805060391154,0
0.3085358838806366,0
0.3099761162858839,0
0.31123405903646706,0
0.3122458390509376,0
0.3129548269697845,0
0.3133157549053656,0
0.3132984917034492,0
0.3128911442846738,0
0.3121022479724909,0
0.3109617854478694,0
0.3095207971393905,0
0.30784957059266566,0
0.3060346905255876,0
0.3041752652879592,0
0.3023783306465614,0
0.3007531194073676,0
0.29940398548854635,0
0.2984222949498974,0
0.2978782065967885,0
0.2978136238631919,0
0.29823751514391506,0
0.2991242217940061,0
0.3004145166696336,0
0.3020185369112177,0
0.3038197007729971,0
0.3056792746124522,0
0.3074419519819878,0
0.3089432082725587,0
0.3100191158574902,0
0.3105188452233926,0
0.3103194953234808,0
0.30934239193185437,0
0.30756957218241404,0
0.3050587299081314,0
0.3019544130772244,0
0.2984928935065264,0
0.29499808384290727,0
0.29186632081649466,0
0.289538847888542,0
0.2884623651655073,0
0.28903982475720047,0
0.2915753581020798,0
0.2962185286347675,0
0.30291391209796925,0
0.3113623225317805,0
0.32099982363110485,0
0.33100003900251296,0
0.34030429803068146,0
0.34768283322658095,0
0.3518284474634057,0
0.35148163053953413,0
0.3455829321230277,0
0.33344460077071936,0
0.31492947826737605,0
0.2906213876506267,0
0.2619680747167783,0
0.2313754120677115,0
0.20223061599160072,0
0.17883352990157395,0
0.1662194426764752,0
0.16986498373242168,0
0.19528044701455216,0
0.24750687203874347,0
0.3305530076864104,0
0.4468238883132032,0
0.5966066823070362,0
0.7776878061264316,0
0.9851745733938808,0
1.2115810976809327,0
1.4472088907370348,1
1.6808090185512232,1
1.9004647851707244,1
2.0945973633600032,1
2.252980704594343,1
2.3676526636259325,1
2.4336193079053716,1
2.449268426328258,1
2.4164398239183993,1
2.3401436981665458,1
2.227968082172193,1
2.0892620866308973,1
1.9342123255068384,1
1.772937505596894,1
1.6147096326573063,1
1.4673749760089103,1
1.337003593464647,1
1.2277550950334677,1
1.141920756300771,1
1.080091643806875,1
1.0414056283066129,1
1.02383632074135,1
1.0244976938228836,1
1.0399456767751198,1
1.066462236484533,1
1.1003104282241576,1
1.137951488185528,1
1.176216444590854,1
1.2124256961392696,1
1.2444538473429405,1
1.2707450601328596,1
1.2902919556449894,1
1.3025928315428859,1
1.3075969908403158,1
1.3056414046956146,1
1.2973789858059375,1
1.2837001346933539,1
1.2656520710763424,1
1.2443620713219954,1
1.2209699748117206,1
1.1965722828982093,1
1.1721766166715988,1
1.1486640184574464,1
1.1267585364587793,1
1.107006604952913,1
1.0897697555845591,1
1.0752315964894457,1
1.063415083956,1
1.0542022227142345,1
1.0473482673670675,1
1.0424865813093216,1
1.0391264671575022,1
1.0366515191441925,1
1.0343283272225938,1
1.03133445931518,1
1.0268109720107188,1
1.0199381871346025,1
1.0100248766498534,1
0.9965933796096093,1
0.979440674330418,1
0.9586605493237972,1
0.9346236046179958,1
0.9079249727044112,1
0.8793183757834595,1
0.8496559506878689,1
0.8198466688682137,1
0.7908355900262127,1
0.7635960550216907,1
0.7391208755050305,1
0.7183983394170343,1
0.7023639100367104,1
0.6918262724196707,1
0.6873736370021556,1
0.6892712486500115,1
0.6973640875640001,1
0.711000306189467,1
0.7289908455742211,1
0.7496182663968106,1
0.7707027477551222,1
0.7897264383091336,1
0.804011246600593,1
0.8109413843667038,1
0.8082195825517813,1
0.7941426650250724,1
0.7678778739213972,1
0.7297181890622061,1
0.6812941522857116,1
0.6257199226237175,1
0.5676505707042655,1
0.5132263206019831,1
0.46988001682323044,1
0.44598960255912296,1
0.4503700380536244,1
0.4916188018008795,1
0.5773531715386202,1
0.7134015325097338,1
0.903030697642217,1
1.1463036978122714,1
1.4396660410418531,1
1.7758506712349507,1
2.144168409839114,2
2.531207017258246,2
2.921897277191357,2
3.3008273831260997,2
3.6536215280547673,2
3.9681765814478878,2
4.235586102969508,2
4.45065563985367,2
4.6119937165091915,2
4.721725666456831,2
4.784916011662338,2
4.808802157941778,2
4.801942662847894,2
4.77337220696186,2
4.73183722348525,2
4.685164790664418,2
4.639795887048608,2
4.600494610829474,2
4.570228833315742,2
4.550205633853675,2
4.540036790520626,2
4.538005170520257,2
4.541401375569617,2
4.546900619728228,2
4.550951726678513,2
4.550152592668254,2
4.541588898661102,2
4.523114997799501,2
4.493557873264467,2
4.452827343038034,2
4.401919031690289,2
4.342801958592484,2
4.278190878421743,2
4.21121549256178,2
4.145014650254498,2
4.082303595801438,2
4.02498390349884,2
3.97388015081928,2
3.928679990891461,2
3.8881160706055224,2
3.8503663848394685,2
3.8135853392866466,2
3.776435897184607,2
3.7384907720305547,2
3.7004078905975972,2
3.6638464816518646,2
3.631153449469473,2
3.6048977056608105,2
3.587355371155569,2
3.580052438476229,2
3.5834566829575882,2
3.5968798575479877,2
3.6186094499276757,2
3.6462431045320884,2
3.677154656922861,2
3.7089889091722474,2
3.7400769877011215,2
3.769691212452397,2
3.7981051699892854,2
3.82646781456246,2
3.8565257208981247,2
3.890240777905253,2
3.9293659590598846,2
3.9750598571822655,2
4.0276230329422305,2
4.086410290581634,2
4.149921374891852,2
4.216025184568688,2
4.282250722218337,2
4.346083070206667,2
4.405221696856579,2
4.457777989499711,2
4.502403278267857,2
4.538347873841126,2
4.565457494360551,2
4.58411732039702,2
4.595156621854049,2
4.5997285233256875,2
4.599179647007164,2
4.594922992138086,2
4.588324890155314,2
4.580613803647633,2
4.572815541976937,2
4.565716351831645,2
4.559852451635753,2
4.555522193902985,2
4.552815487248726,2
4.55165448841734,2
4.5518397184281945,2
4.553096437162972,2
4.555117138430098,2
4.557597231040242,2
